year,month,day,cityid,spend_acf,spend_aer,spend_all,spend_grf,spend_hcs,spend_tws
2020,3,18,21,-0.382,-0.498,-0.105,0.93,-0.36200000000000004,-0.42
2020,3,18,22,-0.32799999999999996,-0.598,-0.0891,0.894,-5.05e-06,-0.499
2020,3,18,23,-0.325,-0.204,-0.0362,0.955,-0.29600000000000004,-0.369
2020,3,18,24,-0.34299999999999997,-0.409,-0.0271,0.91,-0.129,-0.39799999999999996
2020,3,18,25,-0.435,-0.479,-0.149,0.845,-0.509,-0.517
2020,3,18,27,-0.35600000000000004,-0.669,-0.147,0.6729999999999999,0.161,-0.381
2020,3,18,28,-0.254,-0.519,-0.0703,0.9129999999999999,-0.19,-0.42700000000000005
2020,3,18,29,-0.47700000000000004,-0.484,-0.161,0.9179999999999999,-0.183,-0.579
2020,3,18,30,-0.489,-0.436,-0.17,0.6709999999999999,0.196,-0.6509999999999999
2020,3,18,31,-0.307,-0.42,-0.0482,0.8109999999999999,-0.264,-0.424
2020,3,18,32,-0.39,-0.506,-0.0697,1.05,-0.20600000000000002,-0.49200000000000005
2020,3,18,33,-0.237,-0.24,-0.0238,0.889,-0.17,-0.344
2020,3,18,34,-0.326,-0.41700000000000004,0.0365,1.18,-0.106,-0.349
2020,3,18,35,-0.306,-0.282,-0.0394,0.846,-0.426,-0.377
2020,3,18,36,-0.294,-0.33899999999999997,-0.0775,0.883,-0.183,-0.41100000000000003
2020,3,18,37,-0.275,-0.44299999999999995,-0.0505,0.738,-0.0607,-0.425
2020,3,18,38,-0.38799999999999996,-0.479,-0.11,0.841,-0.20199999999999999,-0.484
2020,3,18,39,-0.313,-0.38799999999999996,-0.0359,0.8320000000000001,-0.156,-0.33799999999999997
2020,3,18,40,-0.35100000000000003,-0.29,-0.0688,0.56,-0.21100000000000002,-0.40700000000000003
2020,3,18,41,-0.33299999999999996,-0.423,-0.0706,0.816,-0.151,-0.409
2020,3,18,42,-0.266,-0.39299999999999996,-0.0552,0.87,-0.262,-0.43200000000000005
2020,3,18,43,-0.243,-0.361,-0.0265,0.713,-0.0963,-0.311
2020,3,18,44,-0.45799999999999996,-0.748,-0.11599999999999999,0.804,-0.544,-0.327
2020,3,18,45,-0.27699999999999997,-0.48,-0.00237,0.8909999999999999,1.28,-0.5720000000000001
2020,3,18,46,-0.43,-0.514,-0.0245,0.856,-0.316,-0.47100000000000003
2020,3,18,47,-0.249,-0.335,-0.0118,1.09,-0.313,-0.41200000000000003
2020,3,18,48,-0.128,-0.267,-0.003,0.578,-0.0558,-0.23399999999999999
2020,3,18,49,-0.222,-0.513,-0.0166,0.787,-0.175,-0.248
2020,3,18,50,-0.295,-0.397,0.005220000000000001,1.1,-0.13699999999999998,-0.389
2020,3,18,51,-0.285,-0.43700000000000006,-0.0169,0.7040000000000001,-0.17,-0.282
2020,3,18,52,-0.257,-0.435,0.0412,0.879,-0.12300000000000001,-0.37799999999999995
2020,3,18,53,-0.174,-0.505,0.00253,0.625,-0.18100000000000002,-0.33299999999999996
2020,3,19,1,-0.405,-0.48,-0.0869,0.9179999999999999,-0.254,-0.514
2020,3,19,2,-0.475,-0.562,-0.146,0.769,-0.28800000000000003,-0.504
2020,3,19,3,-0.43799999999999994,-0.55,-0.14300000000000002,0.764,-0.322,-0.517
2020,3,19,4,-0.35,-0.484,-0.0795,0.643,-0.221,-0.41600000000000004
2020,3,19,5,-0.31,-0.428,-0.0397,0.7979999999999999,-0.207,-0.363
2020,3,19,6,-0.365,-0.439,-0.0915,0.8959999999999999,-0.342,-0.479
2020,3,19,7,-0.402,-0.43700000000000006,-0.0923,0.7979999999999999,-0.32899999999999996,-0.49
2020,3,19,8,-0.34700000000000003,-0.41100000000000003,-0.026000000000000002,1.17,-0.19899999999999998,-0.418
2020,3,19,9,-0.426,-0.425,-0.149,0.542,-0.267,-0.526
2020,3,19,10,-0.37200000000000005,-0.49700000000000005,-0.0847,0.688,-0.214,-0.475
2020,3,19,11,-0.389,-0.6409999999999999,-0.115,0.7559999999999999,-0.255,-0.461
2020,3,19,12,-0.402,-0.465,-0.0882,0.826,-0.319,-0.513
2020,3,19,13,-0.395,-0.5579999999999999,-0.0813,0.884,-0.23600000000000002,-0.532
2020,3,19,14,-0.401,-0.499,-0.11199999999999999,0.711,-0.324,-0.436
2020,3,19,16,-0.33799999999999997,-0.45,0.009340000000000001,0.759,-0.23399999999999999,-0.38799999999999996
2020,3,19,17,-0.326,-0.359,-0.0893,0.772,-0.156,-0.40399999999999997
2020,3,19,19,-0.26899999999999996,-0.53,-0.0281,0.557,-0.18600000000000003,-0.39
2020,3,19,20,-0.345,-0.485,-0.00297,0.807,-0.0527,-0.39899999999999997
2020,3,19,21,-0.462,-0.465,-0.152,0.828,-0.46,-0.48700000000000004
2020,3,19,22,-0.38799999999999996,-0.6709999999999999,-0.159,0.802,-0.23800000000000002,-0.545
2020,3,19,23,-0.38799999999999996,-0.235,-0.0903,0.8079999999999999,-0.33299999999999996,-0.39799999999999996
2020,3,19,24,-0.40700000000000003,-0.31,-0.0716,0.856,-0.252,-0.451
2020,3,19,25,-0.49700000000000005,-0.52,-0.195,0.695,-0.498,-0.581
2020,3,19,27,-0.4,-0.677,-0.179,0.637,-0.168,-0.457
2020,3,19,28,-0.341,-0.551,-0.105,0.8490000000000001,-0.263,-0.465
2020,3,19,29,-0.541,-0.541,-0.198,0.797,-0.262,-0.603
2020,3,19,30,-0.537,-0.355,-0.205,0.5479999999999999,-0.132,-0.698
2020,3,19,31,-0.359,-0.405,-0.085,0.741,-0.306,-0.494
2020,3,19,32,-0.435,-0.541,-0.11,0.899,-0.218,-0.528
2020,3,19,33,-0.317,-0.259,-0.0699,0.813,-0.22699999999999998,-0.38799999999999996
2020,3,19,34,-0.361,-0.47,0.000758,1.1,-0.228,-0.371
2020,3,19,35,-0.36200000000000004,-0.34700000000000003,-0.0609,0.86,-0.494,-0.42200000000000004
2020,3,19,36,-0.332,-0.306,-0.122,0.7070000000000001,-0.257,-0.47
2020,3,19,37,-0.32799999999999996,-0.528,-0.12,0.626,-0.19399999999999998,-0.496
2020,3,19,38,-0.43799999999999994,-0.466,-0.14,0.794,-0.267,-0.534
2020,3,19,39,-0.379,-0.40700000000000003,-0.0803,0.722,-0.23800000000000002,-0.40299999999999997
2020,3,19,40,-0.414,-0.32,-0.10800000000000001,0.467,-0.259,-0.48
2020,3,19,41,-0.4,-0.435,-0.111,0.757,-0.272,-0.46299999999999997
2020,3,19,42,-0.32799999999999996,-0.431,-0.0973,0.752,-0.27,-0.488
2020,3,19,43,-0.297,-0.313,-0.0418,0.693,-0.15,-0.34700000000000003
2020,3,19,44,-0.504,-0.8,-0.135,0.736,-0.617,-0.41600000000000004
2020,3,19,45,-0.308,-0.515,-0.0457,0.858,0.892,-0.621
2020,3,19,46,-0.47100000000000003,-0.45399999999999996,-0.0545,0.705,-0.368,-0.521
2020,3,19,47,-0.317,-0.35200000000000004,-0.0185,1.07,-0.209,-0.433
2020,3,19,48,-0.175,-0.34,-0.0109,0.57,-0.0847,-0.254
2020,3,19,49,-0.273,-0.6,-0.0567,0.701,-0.215,-0.27899999999999997
2020,3,19,50,-0.33799999999999997,-0.446,-0.0393,0.841,-0.17,-0.42
2020,3,19,51,-0.312,-0.452,-0.0462,0.621,-0.26899999999999996,-0.33899999999999997
2020,3,19,52,-0.316,-0.49,0.000301,0.838,-0.21100000000000002,-0.433
2020,3,19,53,-0.22,-0.54,-0.02,0.635,-0.23,-0.361
2020,3,20,1,-0.469,-0.526,-0.14,0.741,-0.32799999999999996,-0.552
2020,3,20,2,-0.516,-0.631,-0.184,0.684,-0.314,-0.5489999999999999
2020,3,20,3,-0.499,-0.5760000000000001,-0.171,0.703,-0.364,-0.5529999999999999
2020,3,20,4,-0.38299999999999995,-0.49200000000000005,-0.122,0.5379999999999999,-0.297,-0.474
2020,3,20,5,-0.38799999999999996,-0.44799999999999995,-0.0814,0.705,-0.256,-0.425
2020,3,20,6,-0.423,-0.46799999999999997,-0.136,0.711,-0.40700000000000003,-0.504
2020,3,20,7,-0.447,-0.478,-0.136,0.616,-0.39,-0.528
2020,3,20,8,-0.409,-0.428,-0.0685,1.03,-0.23800000000000002,-0.486
2020,3,20,9,-0.478,-0.431,-0.177,0.48700000000000004,-0.311,-0.575
2020,3,20,10,-0.424,-0.523,-0.11699999999999999,0.573,-0.237,-0.53
2020,3,20,11,-0.431,-0.65,-0.142,0.6809999999999999,-0.244,-0.51
2020,3,20,12,-0.485,-0.505,-0.149,0.698,-0.385,-0.5529999999999999
2020,3,20,13,-0.46,-0.541,-0.13699999999999998,0.7929999999999999,-0.319,-0.57
2020,3,20,14,-0.466,-0.524,-0.147,0.662,-0.386,-0.47200000000000003
2020,3,20,16,-0.40700000000000003,-0.49,-0.0618,0.5920000000000001,-0.313,-0.466
2020,3,20,17,-0.401,-0.41200000000000003,-0.132,0.654,-0.151,-0.489
2020,3,20,19,-0.33,-0.57,-0.0626,0.514,-0.235,-0.42700000000000005
2020,3,20,20,-0.39299999999999996,-0.522,-0.0018800000000000002,0.8009999999999999,-0.157,-0.467
2020,3,20,21,-0.526,-0.41100000000000003,-0.18100000000000002,0.7240000000000001,-0.48100000000000004,-0.561
2020,3,20,22,-0.439,-0.72,-0.195,0.6759999999999999,-0.25,-0.569
2020,3,20,23,-0.43799999999999994,-0.22899999999999998,-0.11199999999999999,0.74,-0.336,-0.47100000000000003
2020,3,20,24,-0.48200000000000004,-0.4,-0.127,0.726,-0.355,-0.494
2020,3,20,25,-0.562,-0.435,-0.226,0.625,-0.535,-0.629
2020,3,20,27,-0.40299999999999997,-0.7390000000000001,-0.179,0.584,-0.10099999999999999,-0.48
2020,3,20,28,-0.42700000000000005,-0.617,-0.179,0.619,-0.396,-0.529
2020,3,20,29,-0.593,-0.5870000000000001,-0.25,0.7240000000000001,-0.34700000000000003,-0.654
2020,3,20,30,-0.575,-0.354,-0.23800000000000002,0.475,-0.243,-0.7290000000000001
2020,3,20,31,-0.452,-0.484,-0.12,0.6859999999999999,-0.307,-0.541
2020,3,20,32,-0.48200000000000004,-0.605,-0.145,0.742,-0.17300000000000001,-0.5920000000000001
2020,3,20,33,-0.418,-0.353,-0.105,0.73,-0.255,-0.436
2020,3,20,34,-0.447,-0.47700000000000004,-0.0428,0.945,-0.252,-0.419
2020,3,20,35,-0.41,-0.381,-0.0986,0.7659999999999999,-0.49700000000000005,-0.45899999999999996
2020,3,20,36,-0.396,-0.33299999999999996,-0.155,0.544,-0.317,-0.529
2020,3,20,37,-0.44299999999999995,-0.598,-0.17300000000000001,0.594,-0.289,-0.5379999999999999
2020,3,20,38,-0.507,-0.503,-0.16899999999999998,0.772,-0.341,-0.5870000000000001
2020,3,20,39,-0.445,-0.41700000000000004,-0.126,0.624,-0.29100000000000004,-0.46299999999999997
2020,3,20,40,-0.501,-0.381,-0.166,0.375,-0.348,-0.56
2020,3,20,41,-0.466,-0.47,-0.165,0.662,-0.36,-0.521
2020,3,20,42,-0.396,-0.49200000000000005,-0.138,0.684,-0.35700000000000004,-0.527
2020,3,20,43,-0.366,-0.304,-0.0524,0.6409999999999999,-0.168,-0.38799999999999996
2020,3,20,44,-0.514,-0.39899999999999997,-0.21100000000000002,0.5770000000000001,-0.522,-0.34700000000000003
2020,3,20,45,-0.348,-0.525,-0.081,0.67,0.644,-0.637
2020,3,20,46,-0.575,-0.424,-0.133,0.657,-0.353,-0.57
2020,3,20,47,-0.379,-0.431,-0.0466,0.95,-0.278,-0.447
2020,3,20,48,-0.251,-0.309,-0.0374,0.547,-0.132,-0.319
2020,3,20,49,-0.35600000000000004,-0.62,-0.0903,0.607,-0.253,-0.327
2020,3,20,50,-0.405,-0.568,-0.122,0.631,-0.263,-0.478
2020,3,20,51,-0.373,-0.47600000000000003,-0.0898,0.535,-0.34299999999999997,-0.43799999999999994
2020,3,20,52,-0.40700000000000003,-0.569,-0.0827,0.649,-0.313,-0.519
2020,3,20,53,-0.314,-0.613,-0.055999999999999994,0.616,-0.27899999999999997,-0.424
2020,3,21,1,-0.52,-0.604,-0.188,0.605,-0.361,-0.58
2020,3,21,2,-0.608,-0.695,-0.23199999999999998,0.643,-0.337,-0.597
2020,3,21,3,-0.5720000000000001,-0.579,-0.21899999999999997,0.628,-0.406,-0.589
2020,3,21,4,-0.446,-0.516,-0.146,0.511,-0.301,-0.518
2020,3,21,5,-0.46399999999999997,-0.46799999999999997,-0.114,0.617,-0.287,-0.45899999999999996
2020,3,21,6,-0.505,-0.484,-0.183,0.584,-0.42,-0.54
2020,3,21,7,-0.474,-0.519,-0.17300000000000001,0.57,-0.409,-0.5660000000000001
2020,3,21,8,-0.47700000000000004,-0.648,-0.136,0.879,-0.249,-0.519
2020,3,21,9,-0.537,-0.45,-0.2,0.41600000000000004,-0.301,-0.6
2020,3,21,10,-0.485,-0.525,-0.15,0.5329999999999999,-0.258,-0.565
2020,3,21,11,-0.47600000000000003,-0.672,-0.179,0.626,-0.228,-0.5710000000000001
2020,3,21,12,-0.564,-0.541,-0.205,0.5720000000000001,-0.41600000000000004,-0.583
2020,3,21,13,-0.517,-0.573,-0.18600000000000003,0.725,-0.359,-0.593
2020,3,21,14,-0.55,-0.574,-0.182,0.6609999999999999,-0.406,-0.516
2020,3,21,16,-0.489,-0.536,-0.10400000000000001,0.542,-0.293,-0.501
2020,3,21,17,-0.501,-0.426,-0.166,0.579,-0.124,-0.519
2020,3,21,19,-0.402,-0.613,-0.0802,0.512,-0.228,-0.456
2020,3,21,20,-0.433,-0.608,-0.0499,0.7090000000000001,-0.231,-0.495
2020,3,21,21,-0.5760000000000001,-0.309,-0.22699999999999998,0.609,-0.46399999999999997,-0.616
2020,3,21,22,-0.514,-0.758,-0.237,0.597,-0.253,-0.542
2020,3,21,23,-0.532,-0.305,-0.156,0.7090000000000001,-0.33299999999999996,-0.534
2020,3,21,24,-0.546,-0.475,-0.152,0.6679999999999999,-0.40399999999999997,-0.5329999999999999
2020,3,21,25,-0.637,-0.599,-0.27699999999999997,0.5770000000000001,-0.49,-0.6679999999999999
2020,3,21,27,-0.508,-0.746,-0.2,0.561,-0.151,-0.507
2020,3,21,28,-0.505,-0.655,-0.225,0.557,-0.451,-0.5660000000000001
2020,3,21,29,-0.6409999999999999,-0.601,-0.27899999999999997,0.701,-0.353,-0.6990000000000001
2020,3,21,30,-0.639,-0.43,-0.276,0.449,-0.225,-0.76
2020,3,21,31,-0.542,-0.53,-0.18100000000000002,0.578,-0.32,-0.584
2020,3,21,32,-0.528,-0.664,-0.168,0.71,-0.231,-0.595
2020,3,21,33,-0.507,-0.44299999999999995,-0.14800000000000002,0.659,-0.29,-0.478
2020,3,21,34,-0.519,-0.529,-0.10300000000000001,0.742,-0.308,-0.48100000000000004
2020,3,21,35,-0.486,-0.467,-0.15,0.638,-0.483,-0.523
2020,3,21,36,-0.475,-0.373,-0.193,0.5,-0.33799999999999997,-0.5760000000000001
2020,3,21,37,-0.534,-0.594,-0.22,0.591,-0.263,-0.5589999999999999
2020,3,21,38,-0.585,-0.5720000000000001,-0.213,0.725,-0.366,-0.613
2020,3,21,39,-0.505,-0.496,-0.154,0.573,-0.28300000000000003,-0.504
2020,3,21,40,-0.583,-0.43,-0.191,0.35200000000000004,-0.361,-0.583
2020,3,21,41,-0.531,-0.535,-0.207,0.5479999999999999,-0.38299999999999995,-0.551
2020,3,21,42,-0.486,-0.522,-0.182,0.621,-0.35,-0.562
2020,3,21,43,-0.46,-0.32799999999999996,-0.0922,0.628,-0.19699999999999998,-0.433
2020,3,21,44,-0.581,-0.092,-0.23399999999999999,0.507,-0.413,-0.35100000000000003
2020,3,21,45,-0.425,-0.568,-0.0953,0.602,0.522,-0.601
2020,3,21,46,-0.637,-0.40700000000000003,-0.17800000000000002,0.5920000000000001,-0.451,-0.604
2020,3,21,47,-0.485,-0.473,-0.0826,0.815,-0.27399999999999997,-0.45
2020,3,21,48,-0.34600000000000003,-0.402,-0.0698,0.524,-0.126,-0.35700000000000004
2020,3,21,49,-0.43200000000000005,-0.685,-0.10400000000000001,0.5,-0.28,-0.309
2020,3,21,50,-0.47700000000000004,-0.631,-0.16899999999999998,0.514,-0.302,-0.508
2020,3,21,51,-0.47100000000000003,-0.429,-0.11800000000000001,0.516,-0.376,-0.5
2020,3,21,52,-0.507,-0.5479999999999999,-0.152,0.483,-0.377,-0.584
2020,3,21,53,-0.385,-0.6679999999999999,-0.107,0.541,-0.331,-0.46299999999999997
2020,3,22,1,-0.581,-0.604,-0.22399999999999998,0.509,-0.382,-0.621
2020,3,22,2,-0.652,-0.7440000000000001,-0.264,0.5820000000000001,-0.33899999999999997,-0.627
2020,3,22,3,-0.639,-0.597,-0.258,0.508,-0.428,-0.614
2020,3,22,4,-0.505,-0.546,-0.163,0.47100000000000003,-0.29,-0.5329999999999999
2020,3,22,5,-0.534,-0.48100000000000004,-0.139,0.536,-0.316,-0.51
2020,3,22,6,-0.588,-0.496,-0.222,0.47,-0.418,-0.5770000000000001
2020,3,22,7,-0.52,-0.627,-0.19,0.532,-0.42,-0.598
2020,3,22,8,-0.545,-0.687,-0.171,0.6970000000000001,-0.247,-0.546
2020,3,22,9,-0.597,-0.442,-0.225,0.38299999999999995,-0.327,-0.624
2020,3,22,10,-0.53,-0.5770000000000001,-0.168,0.496,-0.233,-0.585
2020,3,22,11,-0.515,-0.69,-0.20199999999999999,0.568,-0.25,-0.619
2020,3,22,12,-0.608,-0.605,-0.249,0.47700000000000004,-0.415,-0.63
2020,3,22,13,-0.541,-0.59,-0.19699999999999998,0.7170000000000001,-0.418,-0.617
2020,3,22,14,-0.608,-0.584,-0.20600000000000002,0.625,-0.436,-0.5479999999999999
2020,3,22,16,-0.562,-0.63,-0.142,0.473,-0.262,-0.532
2020,3,22,17,-0.573,-0.436,-0.187,0.496,-0.136,-0.5539999999999999
2020,3,22,19,-0.466,-0.628,-0.095,0.5,-0.22399999999999998,-0.48
2020,3,22,20,-0.501,-0.7340000000000001,-0.0857,0.6459999999999999,-0.17300000000000001,-0.38
2020,3,22,21,-0.6459999999999999,-0.256,-0.268,0.526,-0.502,-0.652
2020,3,22,22,-0.595,-0.777,-0.267,0.515,-0.231,-0.58
2020,3,22,23,-0.591,-0.34700000000000003,-0.196,0.643,-0.311,-0.603
2020,3,22,24,-0.597,-0.519,-0.183,0.621,-0.40399999999999997,-0.574
2020,3,22,25,-0.674,-0.645,-0.301,0.517,-0.46299999999999997,-0.6990000000000001
2020,3,22,27,-0.55,-0.787,-0.222,0.504,-0.183,-0.539
2020,3,22,28,-0.591,-0.69,-0.245,0.511,-0.45299999999999996,-0.623
2020,3,22,29,-0.679,-0.601,-0.297,0.625,-0.374,-0.727
2020,3,22,30,-0.715,-0.503,-0.326,0.369,-0.297,-0.799
2020,3,22,31,-0.612,-0.615,-0.226,0.499,-0.361,-0.6459999999999999
2020,3,22,32,-0.58,-0.657,-0.17800000000000002,0.636,-0.263,-0.5720000000000001
2020,3,22,33,-0.5760000000000001,-0.456,-0.188,0.529,-0.308,-0.513
2020,3,22,34,-0.579,-0.5329999999999999,-0.128,0.603,-0.319,-0.523
2020,3,22,35,-0.556,-0.54,-0.179,0.5489999999999999,-0.498,-0.5529999999999999
2020,3,22,36,-0.556,-0.376,-0.217,0.44799999999999995,-0.33799999999999997,-0.625
2020,3,22,37,-0.579,-0.594,-0.218,0.623,-0.305,-0.552
2020,3,22,38,-0.648,-0.617,-0.239,0.6729999999999999,-0.395,-0.652
2020,3,22,39,-0.5660000000000001,-0.54,-0.182,0.502,-0.28,-0.56
2020,3,22,40,-0.625,-0.426,-0.21600000000000003,0.294,-0.369,-0.601
2020,3,22,41,-0.595,-0.628,-0.243,0.457,-0.401,-0.594
2020,3,22,42,-0.552,-0.589,-0.215,0.532,-0.342,-0.612
2020,3,22,43,-0.537,-0.335,-0.0964,0.643,-0.193,-0.462
2020,3,22,44,-0.642,-0.33299999999999996,-0.253,0.441,-0.436,-0.294
2020,3,22,45,-0.473,-0.585,-0.11599999999999999,0.516,0.311,-0.586
2020,3,22,46,-0.6990000000000001,-0.465,-0.196,0.588,-0.478,-0.6559999999999999
2020,3,22,47,-0.551,-0.501,-0.114,0.682,-0.276,-0.485
2020,3,22,48,-0.424,-0.6509999999999999,-0.10400000000000001,0.506,-0.145,-0.384
2020,3,22,49,-0.48200000000000004,-0.7040000000000001,-0.11699999999999999,0.447,-0.27,-0.374
2020,3,22,50,-0.5379999999999999,-0.685,-0.18600000000000003,0.451,-0.27,-0.527
2020,3,22,51,-0.552,-0.405,-0.152,0.442,-0.364,-0.581
2020,3,22,52,-0.555,-0.583,-0.168,0.45799999999999996,-0.425,-0.648
2020,3,22,53,-0.441,-0.684,-0.12300000000000001,0.478,-0.282,-0.47600000000000003
2020,3,23,1,-0.621,-0.659,-0.268,0.38799999999999996,-0.46399999999999997,-0.654
2020,3,23,2,-0.6829999999999999,-0.797,-0.322,0.42100000000000004,-0.41700000000000004,-0.665
2020,3,23,3,-0.6829999999999999,-0.648,-0.309,0.373,-0.5,-0.664
2020,3,23,4,-0.535,-0.584,-0.19899999999999998,0.384,-0.36,-0.574
2020,3,23,5,-0.581,-0.509,-0.183,0.39299999999999996,-0.38299999999999995,-0.547
2020,3,23,6,-0.638,-0.609,-0.273,0.311,-0.49,-0.618
2020,3,23,7,-0.55,-0.6859999999999999,-0.22699999999999998,0.441,-0.47700000000000004,-0.626
2020,3,23,8,-0.59,-0.737,-0.22399999999999998,0.484,-0.33399999999999996,-0.612
2020,3,23,9,-0.639,-0.502,-0.255,0.3,-0.385,-0.672
2020,3,23,10,-0.5589999999999999,-0.599,-0.21100000000000002,0.39799999999999996,-0.326,-0.616
2020,3,23,11,-0.545,-0.659,-0.225,0.489,-0.321,-0.611
2020,3,23,12,-0.655,-0.649,-0.317,0.25,-0.498,-0.691
2020,3,23,13,-0.62,-0.622,-0.23600000000000002,0.601,-0.528,-0.628
2020,3,23,14,-0.6409999999999999,-0.615,-0.254,0.505,-0.523,-0.581
2020,3,23,16,-0.597,-0.648,-0.168,0.39799999999999996,-0.295,-0.575
2020,3,23,17,-0.631,-0.478,-0.24,0.374,-0.22699999999999998,-0.588
2020,3,23,19,-0.49200000000000005,-0.655,-0.131,0.414,-0.29,-0.509
2020,3,23,20,-0.536,-0.7559999999999999,-0.12300000000000001,0.6579999999999999,-0.254,-0.39799999999999996
2020,3,23,21,-0.6609999999999999,-0.0954,-0.319,0.293,-0.541,-0.7090000000000001
2020,3,23,22,-0.643,-0.8140000000000001,-0.301,0.402,-0.17600000000000002,-0.595
2020,3,23,23,-0.622,-0.43,-0.239,0.514,-0.414,-0.63
2020,3,23,24,-0.665,-0.504,-0.222,0.501,-0.47200000000000003,-0.606
2020,3,23,25,-0.705,-0.672,-0.33,0.406,-0.396,-0.711
2020,3,23,27,-0.5670000000000001,-0.777,-0.257,0.324,-0.44299999999999995,-0.595
2020,3,23,28,-0.627,-0.71,-0.272,0.426,-0.49200000000000005,-0.68
2020,3,23,29,-0.7090000000000001,-0.63,-0.326,0.486,-0.408,-0.757
2020,3,23,30,-0.732,-0.5329999999999999,-0.368,0.24,-0.33299999999999996,-0.8320000000000001
2020,3,23,31,-0.644,-0.657,-0.259,0.423,-0.415,-0.682
2020,3,23,32,-0.612,-0.665,-0.191,0.583,-0.222,-0.59
2020,3,23,33,-0.626,-0.517,-0.223,0.406,-0.364,-0.564
2020,3,23,34,-0.632,-0.593,-0.17600000000000002,0.409,-0.387,-0.583
2020,3,23,35,-0.598,-0.593,-0.23399999999999999,0.354,-0.568,-0.617
2020,3,23,36,-0.585,-0.42200000000000004,-0.254,0.34299999999999997,-0.445,-0.65
2020,3,23,37,-0.613,-0.627,-0.252,0.552,-0.373,-0.5670000000000001
2020,3,23,38,-0.693,-0.674,-0.285,0.575,-0.45799999999999996,-0.6829999999999999
2020,3,23,39,-0.615,-0.57,-0.226,0.38299999999999995,-0.349,-0.603
2020,3,23,40,-0.6509999999999999,-0.479,-0.24600000000000002,0.209,-0.38299999999999995,-0.622
2020,3,23,41,-0.6459999999999999,-0.6609999999999999,-0.314,0.242,-0.442,-0.6629999999999999
2020,3,23,42,-0.603,-0.65,-0.27,0.39899999999999997,-0.41100000000000003,-0.655
2020,3,23,43,-0.605,-0.368,-0.142,0.563,-0.27,-0.509
2020,3,23,44,-0.6629999999999999,-0.366,-0.29,0.28800000000000003,-0.552,-0.4
2020,3,23,45,-0.5489999999999999,-0.6409999999999999,-0.174,0.35200000000000004,0.237,-0.708
2020,3,23,46,-0.723,-0.521,-0.218,0.469,-0.44,-0.6990000000000001
2020,3,23,47,-0.607,-0.605,-0.131,0.505,-0.317,-0.519
2020,3,23,48,-0.47100000000000003,-0.68,-0.128,0.451,-0.23600000000000002,-0.406
2020,3,23,49,-0.5329999999999999,-0.6970000000000001,-0.154,0.34600000000000003,-0.314,-0.434
2020,3,23,50,-0.591,-0.718,-0.22899999999999998,0.335,-0.303,-0.561
2020,3,23,51,-0.586,-0.441,-0.203,0.35600000000000004,-0.363,-0.617
2020,3,23,52,-0.603,-0.708,-0.212,0.348,-0.45299999999999996,-0.674
2020,3,23,53,-0.525,-0.742,-0.166,0.37799999999999995,-0.341,-0.525
2020,3,24,1,-0.639,-0.6759999999999999,-0.292,0.318,-0.508,-0.675
2020,3,24,2,-0.708,-0.825,-0.355,0.34,-0.47600000000000003,-0.6970000000000001
2020,3,24,3,-0.706,-0.708,-0.33799999999999997,0.3,-0.581,-0.691
2020,3,24,4,-0.555,-0.596,-0.218,0.374,-0.401,-0.603
2020,3,24,5,-0.609,-0.535,-0.218,0.29600000000000004,-0.439,-0.575
2020,3,24,6,-0.6679999999999999,-0.6509999999999999,-0.31,0.23800000000000002,-0.534,-0.645
2020,3,24,7,-0.586,-0.736,-0.265,0.32899999999999996,-0.491,-0.613
2020,3,24,8,-0.635,-0.7559999999999999,-0.289,0.315,-0.441,-0.637
2020,3,24,9,-0.6609999999999999,-0.5489999999999999,-0.27699999999999997,0.27899999999999997,-0.436,-0.705
2020,3,24,10,-0.575,-0.613,-0.223,0.363,-0.384,-0.616
2020,3,24,11,-0.557,-0.67,-0.24600000000000002,0.46799999999999997,-0.386,-0.634
2020,3,24,12,-0.6829999999999999,-0.67,-0.33299999999999996,0.225,-0.545,-0.7090000000000001
2020,3,24,13,-0.659,-0.654,-0.27,0.5489999999999999,-0.611,-0.648
2020,3,24,14,-0.653,-0.634,-0.275,0.473,-0.573,-0.597
2020,3,24,16,-0.62,-0.67,-0.18899999999999997,0.32799999999999996,-0.34299999999999997,-0.5920000000000001
2020,3,24,17,-0.655,-0.504,-0.262,0.332,-0.32,-0.602
2020,3,24,19,-0.511,-0.687,-0.16,0.344,-0.33899999999999997,-0.531
2020,3,24,20,-0.561,-0.772,-0.153,0.5660000000000001,-0.256,-0.402
2020,3,24,21,-0.708,-0.14800000000000002,-0.34700000000000003,0.261,-0.552,-0.74
2020,3,24,22,-0.6759999999999999,-0.818,-0.301,0.442,-0.21100000000000002,-0.6409999999999999
2020,3,24,23,-0.63,-0.659,-0.26899999999999996,0.439,-0.44299999999999995,-0.647
2020,3,24,24,-0.6940000000000001,-0.632,-0.268,0.44,-0.526,-0.6890000000000001
2020,3,24,25,-0.7170000000000001,-0.6709999999999999,-0.348,0.34600000000000003,-0.451,-0.715
2020,3,24,27,-0.595,-0.7979999999999999,-0.262,0.263,-0.462,-0.628
2020,3,24,28,-0.655,-0.7290000000000001,-0.284,0.37799999999999995,-0.509,-0.6970000000000001
2020,3,24,29,-0.73,-0.619,-0.33799999999999997,0.45,-0.442,-0.775
2020,3,24,30,-0.752,-0.524,-0.41100000000000003,0.19,-0.45,-0.862
